,Name,Date,Likes,isPinned,Comment
11,daisydill,12 May 2014 1:51pm,10,False,"The day before World War 2 ended, my father and his comrades in the Polish Forces were &quot;our gallant Allies, the Poles&quot;. The day after they were &quot;fascist thugs&quot;. In &quot;When a Crocodile Eats the Sun&quot;, Peter Godwin writes movingly of the political betrayal suffered by his father and mine: &quot;In the summer of 1946, the huge victory parade takes place down the Mall in London. Two million onlookers cheer wildly as King George V1 takes the salute from Allied soldiers of dozens of nations. In the skies overhead there is a massive fly-past. but though they are the fourth biggest Allied army, no Polish forces march that day. The new Warsaw regime, at Stalin's insistence, ignores its British invitation and stays away. And the Free Poles have not been invited. Anyway, they have nothing to celebrate. While everyone else is jubilant, many of them watch the victory parade in tears.&quot;The new Polish government said we were traitors, just a bunch of fascist thugs, and I realized I would never be able to go home to Poland&quot;. says my father. &quot;And Cania, who had stayed behind with our unit in Germany, after I'd been sent back for officer training, realized the same thing. He couldn't bear it. He walked out of his tent one evening and shot himself&quot;. In the wake of the war, Poland was betrayed and handed over to Stalin, and it seems we have been vilified ever since. Apparently we feature as &quot;baddies&quot; in this TV programme (which I haven't seen). We have had a good lesson in the wisdom of staying neutral, I will say that. The countries that managed to do so did not suffer as Poland did, nor do they come in for this constant vilification."
12,PF77,12 May 2014 1:51pm,1,False,...some of...
13,JosefSvejk,12 May 2014 1:55pm,8,False,"How about their well-documented &quot;toleration&quot;, which accounts for the fact that so many Jews were living in Poland in the first place? A complex issue, I merely wish to point out."
14,StuartRG,12 May 2014 2:10pm,11,False,"That's over simplification. There were anti Semitic pogroms in Poland even after the war, as well as some hostility to the Jews before and during - dont forget Poland was a military dictatorship and even took a small piece of Czechoslovakia in 1938. But that doesn't mean the whole country was anti semitic and comparable to the Nazis..  A lot of the British Establishment were at least warm to the Nazis - including The Observer. Anti semitism thrived in Europe and the USA. It was extremely widespread, and yet there were many in all countries who wanted to help the Jews. Its extremely complicated and cannot really be portrayed in such a short TV series."
15,MatthiasS,12 May 2014 3:30pm,4,False,"The history of the Free Poles is indeed a sad and tragic one. But I don't really get your point. &quot;Vililfied&quot; ever since by whom?  Plus, neutrality wouldn't have helped Poland at all (like it helped Switzerland during those times). Nazi Germany and the Soviet Union would have attacked it no matter if it is a neutral country or not. I can understand why many Polish people after all the country went though in the last century feel a deep mistrust towards foreign powers, Russia and Germany of course, but also Western powers who didn't really helped them. But still: Sometimes I have the impression that many Polish people are way too much invested in their country#s role as the eternal victim. Yes, Poland suffered terribly, but the way you commemorate it turns everything into an idealised and glorified myth of tragic heroism."
16,daisydill,12 May 2014 3:47pm,4,False,"Hello Matthais, I realise that Poland was in pretty much an impossible position at the time with Hitler and Stalin happily working together to invade and occupy it. But I think the lesson to be learnt is to do all we can to stay out of these wars. I don't think that Poland's history, while sad, is a history of tragic heroism. Does anyone think that? The 20th Century was tragic for Poland, but so it was for many peoples. And the horrors go on worldwide to this day. And actually all history is sad if you come to think of it. Like most peoples lives seems sad, seen in retrospect. At the moment &quot;all creation is groaning together and being in pain together&quot;.  Being vilified... well, judging from the review above we appear as villains, not as heroic freedom fighters. Its very different from the way that, for example, the French resistance is usually portrayed. Why? And the re-defining of Nazi concentration camps as &quot;Polish&quot; has become so widespread that three British MPs actually issued a press release protesting it. It said, in part: “The location of most of these camps by Nazi Germany in what was thenoccupied Poland does not justify the description &quot;Polish&quot;. We do notrefer to ancient amphitheatres in France as &quot;French&quot; but as &quot;Roman&quot;;we do not refer to the Krak des Chevaliers castle in Syria as a&quot;Syrian&quot; but as a &quot;Crusader&quot; fortress; we do not refer to the formercolonial slave forts in Ghana as &quot;Ghanaian&quot; but as &quot;British&quot;; we donot refer to Guantanamo Bay camp in Cuba as &quot;Cuban&quot; but as &quot;U.S.&quot;. Ineach case the symbol of oppression is associated by its descriptionwith the perpetrator and not the territory in which it is currentlysited.” And I have never seen the notorious Japanese POW camps described as other than &quot;Japanese&quot;, though they were sited in various different countries. I have to wonder why the rules change when it comes to Poland? I am not obsessive about it - just noting it."
17,User874788,12 May 2014 4:01pm,5,False,"And a pity that you don't know much about the 1,000 years of Jewish history in Poland which is well-documented but ignored by the media. This includes immigration of Jews from England (and Spain, Portugal, etc.) because of the persecution against them in those countries and the tolerant policies of the Poles. As for the Polish resistance, they were the only organization in occupied Europe to have an organization -- ZEGOTA -- exclusively for the aid of Jews."
18,User874788,12 May 2014 4:15pm,5,False,"There were anti-Semitic pogroms throughout Soviet-occupied Eastern Europe after the war: e.g. four in Czechoslovakia, and in Hungary, four in Budapest alone. There were also anti-Jewish riots in the UK in 1948. Somehow, only the incident in Poland is publicised."
19,Ruelan,12 May 2014 9:40pm,0,False,Apparently we feature as &quot;baddies&quot; in this TV programme   No you dont.
20,mokit,12 May 2014 10:21pm,3,False,thank you for sharing that
21,Bangorstu,13 May 2014 6:04am,1,False,"The 20th Century was tragic for Poland, but so it was for many peoples.   Name me another country that lost 20% of its population in 5 years... Rwanda maybe, but that's it. The Poles were right to be annoyed as the ONLY anti-Semitic characters to spend much time on screen - apart from fleeting shots of the SS - were Polish. Many Poles were anti-Semitic (quite a few returning camp survivors were murdered) but most weren't, as evidenced by the fact 20,000 Jews survived the war in Warsaw."
22,daisydill,13 May 2014 7:30am,1,False,Thanks for understanding Bangorstu. Poles are no better - or no worse - than anybody else - but they did actually fight on the Allied Side during WW2.
23,StuartRG,13 May 2014 11:08am,0,False,"Yes there were pogroms in other countries, as I alluded to. I wasn't picking on Poland, I was just following the Polish theme in the point I replied to."
24,Bangorstu,13 May 2014 7:30pm,1,False,Since someone else mentioned it - the piece of Czechoslovakia which the Poles nabbed in 1938 was full of ethnic Poles. Woodrow Wilson hardly covered himself in glory in creating that nation.
25,BlutoBlutarsky,16 May 2014 1:22pm,1,False,"What about the not-so-well-documented villagers and townspeople murdered for sheltering Jews? Or the not-so-well-documented Jewish soldiers fighting in the ranks of the Polish army? Or the not-so-well-documented hundreds of Jewish officers who were massacred along with Christian Poles at Katyn? Or the not so well-publicized reluctance of certain high-profile people in the West to believe the Polish resistance when they brought stories of the mass-killing of the Jews? I would read up a bit about the AK, if I were you. You may not realize, but the organization included Jewish fighters as well."
26,SolarTime2012,17 May 2014 2:12am,0,False,CubaHispaniolaMexicoSoviet UnionEast Timor
27,bonbonniera,19 May 2014 7:35am,0,False,"The Polish ambassador said the show should not have portrayed the resistance fighters as anti semite  I do hope that someone who knew some history put him and the audience, right."
28,BlutoBlutarsky,19 May 2014 11:53am,0,False,"The ambassador described the scene with the freight cars as &quot;absurd&quot; and it was exactly that. We were being asked to believe that the Polish resistance hated Jews so much that they were willing to abandon them to die in the full knowledge that there may have been Christians among them. Remember the dialogue? &quot;Most of them are Jews, etc&quot;. &quot;Absurd&quot; is actually an understatement. &quot;Mendacious&quot;, &quot;misleading&quot;, &quot;tendentious&quot;, &quot;inaccurate&quot; might have been more appropriate. Take your pick. No-one is saying that there were no anti-Semitic Poles, but it wasn't the Poles who were responsible for &quot;the final solution&quot;, so why make them appear more inherently anti-Semitic than the Germans themselves? The portrayal of the resistance leader as marginally more humane than the rest of the bunch was an extremely small sop to Polish sensibilities."
29,BlutoBlutarsky,19 May 2014 12:03pm,0,False,"The ambassador called the scene with the freight cars &quot;absurd&quot; and it was exactly that. Why? Because we were asked to believe that the Polish resistance hated Jews so much that they were willing to let them perish in the closed cars in the full knowedge that there may have been non-Jews among them. (Remember the dialogue? &quot;Most of them are Jews, etc&quot;) Other Polish viewers may have thought that the term &quot;absurd&quot; was an understatement.  And the portrayal of the resistance leader as marginally more humane than the rest of the bunch (but still an anti-Semite) was an extremely small sop to Polish sensibilities."
30,BlutoBlutarsky,19 May 2014 12:05pm,0,False,I just said that. What is this? Am I being shadowed by some kind of Doppelganger?
31,MikeRichards,12 May 2014 1:40pm,20,False,"I really enjoyed it. A shame it didn't get more promotion leading up to the broadcast, and typically for the BBC they managed to schedule it after an overrunning game of snooker, so I'm sure some people missed the rather crucial second part. As for the content, I'm with WHYCOMMENT above, the programme didn't flinch from showing how Nazism compromised everyone, no matter how noble their intent or otherwise. No matter if you took a principled stance against the war, or if you colluded with the regime, it destroyed you. And production quality wise - once again our European neighbours are showing the BBC how good television can look when you spend some time and effort on it."
32,Anbaric,12 May 2014 2:53pm,3,False,"I really enjoyed it. A shame it didn't get more promotion leading up to the broadcast, and typically for the BBC they managed to schedule it after an overrunning game of snooker, so I'm sure some people missed the rather crucial second part.   Yes, completely missed this one. No series catchup on iPlayer either, just the last episode and the debate available."
33,RougeTrooper,12 May 2014 1:52pm,6,False,"I think the problem with the series was that it was not based on a book (unlike Band of Brothers)... but built from the 'ground up' for TV, it used ludicrous situations over and over again, preferring the 'drama' over the historical each time. The final straw, for me, was the very end with false dates given for the characters, reinforcing the pretense that these were real people, and so their stories were real. I think it was a bit of a mess, really; presenting fiction as factual, and deserved much of the criticism it's received. Better to have been a drama, and not have tried to represent itself as that generation's experience of the war."
34,yealandRed,12 May 2014 3:58pm,3,False,"I completely agree with the dates of the character's deaths. They did not earn the right to create such a false history, and a causal viewer tuning in could have been confused by this. If the drama had gone on beyond the war years it could have made sense. The again Fargo claims to be a true story..."
35,justlittleoldme,12 May 2014 6:25pm,1,False,"Isn't it the license of the dramatist to create the stories? Do you have the same problem with historical novels that do the exact same thing? After all, historical novels are both fiction and non-fiction in one, just as Generation War is, and it's not always easy to distinguish between the two. But as with good historical novels, good historical dramas involve a significant amount of research that goes into creating a story. Ok, so it's not going to be perfect and it's not going to be error free, but no retelling of anything is perfect. Let's not forget Stephen Ambrose's penchant for...embellishment. Does that diminish the impact of Band of Brothers? I know it doesn't for me, but really, where do we draw the line in how we retell history?"
36,RougeTrooper,12 May 2014 7:09pm,0,False,"Indeed, but before this mini-series we've had The Pianist and (from Germany) Downfall /i&gt; as movies, @justlittleoldme. Are Germans saying that this, fictional, story of 'five friends' (one of which happens to be Jewish), explains what happened to young Germans in 1941-45? IMHO, The Pianist, in much less screen time, delivered a much more nuanced and credible account of the Nazi-German war against the Jews and other untermensh launched in September 1939 when Hitler chose to invade Poland. Very simply, Germans ended up suffering in WWII, but only after they'd made others suffer a war that a majority of them agreed with, as pay-back for WWI."
37,RougeTrooper,12 May 2014 7:18pm,1,False,"The again Fargo claims to be a true story... RougeTrooper   That's a joke, in both the film and the TV series... AFAIK Fargo (in either interation) is not claiming to try to explain how weird Minnesota is, say compared to Florida, or Texas. ;)"
38,justlittleoldme,12 May 2014 9:50pm,1,False,"Well, given that The Pianist was about a Jew in hiding in Warsaw, and Downfall was about the final days within Hitler's bunker, they are hardly decent comparisons to Generation War. Different elements of the story of WWII, yes, but other than that I'm not entirely sure why you've brought them up?  And I personally don't think Generation War IS about the &quot;Nazi-German war against the Jews and other[s]&quot;. And in many ways that's the beauty of it. We think WWII and we think Hitler and Holocaust. But Generation War challenges us to look beyond that, to look at other aspects of the war. I don't think the writers of Generation War were looking for the perfect explanation, and they certainly weren't making apologies. They were bringing another aspect of the war to life, and yes, license was needed. But just because it's not centred on the Holocaust or Hitler doesn't make it disingenuous. And I really don't know if the majority of Germans agreed with the war as payback for WWI, but I would be surprised if that were accurate. Also, even if a majority thought it was good, it doesn't encompass all. And 51% in favour still means 49% are not."
39,RougeTrooper,12 May 2014 10:43pm,0,False,"Well, given that The Pianist was about a Jew in hiding in Warsaw, and Downfall was about the final days within Hitler's bunker, they are hardly decent comparisons to Generation War.   Having seen both before watching it, I thought they were. In The Pianist Germans, Poles and/or Jews are all people... in Downfall we see Germans telling the story of the horror of the collapse of the Nazi-German regime. IMO, especially as titled Unsere Mütter, Unsere Väter in German, the series was both provocative and flawed as an attempt to explain to some Germans why they suffered and became victims in WWII."
40,justlittleoldme,12 May 2014 10:49pm,0,False,"true. i think i just misread your earlier comment.  and i concur - provocative and flawed, but what good piece of work isn't both?"
41,RougeTrooper,12 May 2014 11:32pm,0,False,"provocative and flawed, but what good piece of work isn't both?   Yeah, but Hitler and the Third Reich was the sort of street-theatre we'd expect the German police to stop, unless they were bearing a grudge from the defeat of Germany in WWI. Can't we now, at least agree, Germany lost WWI without its shell-shocked and starving army being subjected to the humiliation of the British, French and USA actually invading and conquering Germany?"
42,justlittleoldme,12 May 2014 11:38pm,0,False,nope.
43,RougeTrooper,13 May 2014 12:53am,0,False,Why not?
44,justlittleoldme,13 May 2014 9:22am,0,False,because i do not agree with you.
45,IlikeBrits,13 May 2014 9:47pm,1,False,My German is a little bit too clumsi to argue on the same level with Tataumlives but I am glad that you uncover him as that what he is. A guy who does not have the ability to develop a single idea. He also seems to be a somehow lose gun and one could be glad not to meet him in real life. It is a pleasure to follow your analyses and and the clear reasoning. He does not even get that you give him a lesson for free.
46,RougeTrooper,18 May 2014 10:20pm,0,False,"Because i do not agree with you.   You'll be familiar that in the UK many people of many nations helped us help defeat Hitler... for example, black-Brits from Jamaica (and elsewhere) served as RAF aircrew in RAF Bomber Command, not merely when the RAF's bombers mass-murdered Nazi-German civilians. FFS, the USAAF unleashed black pilots in P-51s, with drop-tanks, to seek targets of opportunity if Nazi-Germany couldn't put up fighters to challenge Allied air-supremacy!"
47,bonbonniera,19 May 2014 7:32am,2,False,"Isn't it the license of the dramatist to create the stories?  Television that presents the news in story form (actually called 'stories') has the power to rewrite history. To people who know very little of the reality a sweeter gentler version of WW2 Germany is very acceptable, since Germany is a friend today.  However forgetting the lesson of the horror of the Holocaust Reich is dangerous in that it blinds us to strong indications that still exist. Antisemitism &amp; race hatred did not vanish magically. We should remember what they did so that we do not fall into the same traps again."
48,pipdog,12 May 2014 1:53pm,6,False,"Saw the scene where the friends met up in a bar in the first episode. Were we seriously expected to believe that a Jewish youth in 1941, knowing what was happening to his people, would still be bemoaning the fact that he couldn't fight for Germany? And the idea of him dancing in public with the Gestapo on the prowl? Ridiculous. Didn't watch it any further."
49,InFlanders,12 May 2014 2:09pm,2,False,"Were we seriously expected to believe that a Jewish youth in 1941, knowing what was happening to his people, would still be bemoaning the fact that he couldn't fight for Germany   I agree entirely. Even in countries occupied by Germany - let alone Germany itself - Jews were suffering badly under Nazi occupation. Hence, for example, the response of the Dutch people to round ups of Jews in Amsterdam as early as February 1941 with a national strike."
50,InFlanders,12 May 2014 2:18pm,7,False,"Were we seriously expected to believe that a Jewish youth in 1941, knowing what was happening to his people, would still be bemoaning the fact that he couldn't fight for Germany   Exactly. And for an eye-witness account of the events of Kristallnacht, as far back as 1938, this:    The object of the mob's hate was a hospital for sick Jewish children, many of them cripples or consumptives. In minutes the windows had been smashed and the doors forced. When we arrived, the swine were driving the wee mites out over the broken glass, bare-footed and wearing nothing but their nightshirts. The nurses, doctors, and attendants were being kicked and beaten by the mob leaders, most of whom were women.   or this from Daily Telegraph reporter Hugh Greene:    Mob law ruled in Berlin throughout the afternoon and evening and hordes of hooligans indulged in an orgy of destruction. I have seen several anti-Jewish outbreaks in Germany during the last five years, but never anything as nauseating as this. Racial hatred and hysteria seemed to have taken complete hold of otherwise decent people. I saw fashionably dressed women clapping their hands and screaming with glee, while respectable middle-class mothers held up their babies to see the &quot;fun&quot;."
51,IlikeBrits,12 May 2014 10:12pm,5,False,"The Jews in Germany did not regard themselves as The Jews. They regarded themselves as Germans not as Jewish people in general. Their fathers and grandfarthers fought for Germany of Prussia. So it is not impossible that there were Jewish Germans who still were German patriots although they were treated very, very bad and killed at least."
52,Lintflas,12 May 2014 10:26pm,3,False,"Were we seriously expected to believe that a Jewish youth in 1941   Yes, you were expected to believe it because it was historically accurate. After the war ended in 1945 there were still more than 5000 Jews living in Berlin alone.Unlike US/UK movie makers Germans usually tend to make accurate and realistic war movies based on actual evidence and circumstances instead of bias and propaganda."
53,Lintflas,12 May 2014 10:29pm,1,False,The Telegraph is famous for it's anti-German propaganda to the present day. I'm so sure if that is a reliable source.
54,RougeTrooper,12 May 2014 10:54pm,2,False,"After the war ended in 1945 there were still more than 5000 Jews living in Berlin alone. Who did the count? And when? Because, under Hitler, Berlin was declared to be a 'Jew-free' city, in a 'Jew-free' country... a grandious claim that collapsed in the face of Allied and Soviet forces, with Jews serving in them, entering Nazi-German territory even as the SS staged the 'death-marches' against their prisoner-enemies that were at risk of being liberated."
55,Bangorstu,13 May 2014 6:40pm,1,False,"Quite a few were hidden, or hid themselves. One Jewish person survived by joining the SS... on the grounds that's the last place anyone would look. What is unlikely is someone being openly Jewish. That Jews would be patriotic is however reasonable - quite a few went to the camps wearing their WW1 medals."
56,InFlanders,14 May 2014 5:01pm,1,False,Hugh Carlton Greene was one of our greatest journalists. The way you malign him out of sheer ignorance is breath-taking. But ignorance of facts is clearly no barrier to expressing opinions blt - or getting recommended for them by others equally unknowledgeable.
57,RougeTrooper,18 May 2014 9:52pm,1,False,"AFAIK, outside Israel, Jews are a religious minority... and noted for their being decent citizens of any &quot;Christian or Islamic&quot; nation-state, and fully fit to be EU-citizens."
58,bonbonniera,19 May 2014 7:13am,0,False,". So it is not impossible that there were Jewish Germans who still were German patriots although they were treated very, very bad and killed at least.  They were German patriots until the persecution and the hatred around them persuaded them that their patriotism was not wanted. They were no longer seen as Germans but as a hated minority."
59,Tataumlives,12 May 2014 1:53pm,8,False,"As they said on the panel discussion there was something almost ahistorical about the characters and the idea odrinary Germans could fraternise openly with Jews in Germany by 1941, when most Jews had already been forced to emigrate or been round up into camps or transported eastward to the new ghettoes in Poland. The few who hadn't immigrated or yet been deported would have had a miserable experience left behind of being permanently abused and spat at and it's simply not plausible that they could have partaken of a scene of carefree fun at the opening of the film. Besides that I believe it was a serious offence for Jews to go anywhere without wearing a yellow star. The makers simply went too far to make the characters likeable to a modern young audience and to suggest that the corruption began with the war and not before is also taking the license to dangerous excess. Most Germans were already heavily indoctrinated and identified fervently with the Nazi system, its goals and its virulent hatred and persecution of the Jews. I was outraged by the writer who said they have 'no responsiblity' to portray history accurately. Writers should be given the right to take liberties with history for dramatic license, but when you're dealing with a topic like the Nazis and the Holocaust you have to tread carefully or you risk stepping over into revisionism, intentional or not, and I think this went close. In the film Starship Troopers we're given a fascinating albeit tongue-in-cheek portrayal of a Nazi-like society where everyone - even the audience - is invited to identify with a fascist system and the characters, who just accept their behaviour and the way society is ordered as normal. That portrayal of a fascist psychology was in many ways a more accurate, seductive and subversive depcition of life in a Nazi society was like than the admittedly enjoyable but unreal fantasy of Generation War. Despite its powerful dramatic impact I don't think history will be kind to this series."
60,Enheduanna,12 May 2014 2:09pm,17,False,"The yellow star was compulsory for Jews after 19 September 1941, so it was possible that they did not have to wear it before (at the start of the series I think it is the spring of 1941). As for the friendship between them, the point of drama is to show what could happen, not what did happen. As Pirandello once remarked, reality will always beat the most fervent imagination. I think by criticising the friendship between the five young people, including one Jew, people are not criticising its improbability, but its function in humanising them. To an extent, this is a device, to make their eventual downfall and loss of innocence even more dramatic. And I think this is the point: people do not want to accept that these young Germans were innocent to start with, or in any way victims of the regime. But to an extent they were; they had grown up within Nazism and had known nothing else. The fact that they had preserved a certain amount of humanity and idealism, seems too much for most viewers who either want to cling on to the fiction that all Germans were guilty monsters, or want to stress their inhumanity to better distance themselves from them."
61,Fionnbarra61,12 May 2014 2:20pm,18,False,"I think you may be wrong about history being unkind to this series. I believe it is historical fact that there was an opposition in Germany and many who pursued it's cause paid for it with their lives. It is a frightfully complex subject but I believe this depiction portrays ordinary flawed individuals caught up in an extreme collective madness...until the truth hits them.  Britain, for all it's worthy liberalism was the largest drug dealer in history and caused the deaths of countless millions from Ireland to India via famine, war and basic neglect. The sense of British superiority has obviously waned of late but let's not kid ourselves that the Nazis were unique. Think US policy in Vietnam, Soviet treatment of the Kulaks, Turkish oppression of Armenia, Serb atrocities in Srebrenica, the genocide in Rwanda.....all fostered by a sense of superiority. This series has humanised some of the thought processes behind Germany's descent into madness and it is to it's credit that it doesn't pull too many punches. Let's hope for our children and grandchildren we will never witness it's like again."
62,Tataumlives,12 May 2014 2:28pm,3,False,"people do not want to accept that these young Germans were innocent to start with, or in any way victims of the regime. But to an extent they were; they had grown up within Nazism and had known nothing else.   I think that could be argued about Germans in the period 1933-36, but not by 1941. There's also the question of how representative would this group have been of young Germans, and by picking out what would have been a highly unusual and extraordinary group who had 'preserved their humanity' it is arugably distorting our perception of the reality of Germany by that time. As I've noted below the mass of evidence suggests the vast of majority of Germans, and in particular the young, were enthusiastic supporters of the regime and its goals and participated willingly even revelling in atrocities, and were not under duress to do so as the film suggests."
63,Tataumlives,12 May 2014 2:35pm,2,False,"there was an opposition in Germany and many who pursued it's cause paid for it with their lives   I think your post already demonstrates the dangerously corrosive effect of this film's dramatic effect on the uninformed and naive. The sad reality is the German opposition was for the most part tiny, disparate, disorganised and largely ineffective and ultimately owed its only success to a clique of self serving army officers who turned against Hitler only once they realised the war was lost."
64,Enheduanna,12 May 2014 2:46pm,9,False,"But I think that is the point they want to make; it is a story of loss of innocence; you might argue that this is not possible, or that they have lost their right to claim an innocence that by then was long lost. We are still asking them to carry a collective responsibility in a way that is peculiar and special to these events. I hate to remind you all of this, but the British Empire is collectively responsible of many more deaths than Nazi Germany ever managed (please check out &quot;Late Victorian Holocausts' by Mike Davis http://www.theguardian.com/books/2001/jan/20/historybooks.famine), but nobody expects James Ivory productions to portait young upper class English as irremediably corrupted by Victorian propaganda about the 'civilising' nature of the Empire. I know I am going to be attacked for this....."
65,Fionnbarra61,12 May 2014 3:06pm,9,False,"The truth is, my friend, that Germany today is one of the most liberal and progressive states in the world. They clearly have learned and escaped from totalitarianism. Yes, they do have their own nutjobs, but can you point to a country that doesn't? My view is that it was an honest examination of their own slide into madness....what do you want? Another Schindlers List?"
66,Tataumlives,12 May 2014 3:30pm,8,False,"let's not kid ourselves that the Nazis were unique. Think US policy in Vietnam,   But they were unique and all the examples you list are proof of it in different ways. You and the poster before demonstrate this dangerous tendency to relativse these crimes and lump them with others as much of a muchness that ends up apportioning blame for such crimes equally as this series has attempted to do. In particular your attempt to equate Nazi genocide and its war of annihilation in Russia with ‘US policy in Vietnam’ is quite simply offensive and a good example of the glib and facetious historical parallels that warped interpretations of history like this provoke.  Apart from the fact that the Vietnam War mobilized enormous opposition across US society from its outset, not least among the youth and the media, and which was one of the main reasons for the US decision to ultimately deescalate and withdraw. That was something totally inconceivable in Nazi Germany, where ordinary Germans fought to the bitter end for Hitler’s criminally insane regime, sending children to die in suicide attacks, a perverse paradox this series unfortunately doesn’t begin to explain."
67,Tataumlives,12 May 2014 3:37pm,3,False,"The yellow star was compulsory for Jews after 19 September 1941,   We're talking a matter of months and it does not alter the act that the position of Jews in Germany by 1941 was intolerable and unbearable, suicide being quite common among the few still in Germany. Your argument just proves the extreme efforts the programmes makers went to squeeze a barely plausible scenario that allowed it to present such characters in that context, purely to create the implausbile dramatic premise for the whole series."
68,Enheduanna,12 May 2014 3:48pm,2,False,"In fact if I remember correctly, at the beginning of the first episode, Viktor's father is shown sewing a star to his jacket's lapel.As for improbability of reality, I guess you never heard of him then http://en.wikipedia.org/wiki/Solomon_Perel"
69,Fionnbarra61,12 May 2014 3:54pm,8,False,"Sorry...&quot;dangerously corrosive&quot;? So an examination of individual descent into brutality, murder and becoming devoid of any humanity is that? What do you think we'll be doing next week....wearing Swasticas and goose stepping down the Mall.... The point is to understand the banality of evil"
70,justlittleoldme,12 May 2014 6:35pm,0,False,hear hear.
71,IlikeBrits,12 May 2014 9:47pm,3,False,"Ok, blame all who were no heroes like you would have been, but please don't blame the &lt;&lt;&lt;disparate, disorganised and largely ineffective &gt;&gt;&gt; 20.000 Germans who lost their lives &quot;legally&quot; by death sentence allone by nazi court procedure. OK?"
